product_id,Revenue,Profit,Orders,Quantity,product_name,category,sub_category,Cumulative_Revenue,Cumulative_Revenue_Pct,Revenue_Share_Pct,Is_Top20_Pct,Rank
FUR-CH-10004540,240.0,-10.284,1,10,Global Chrome Stack Chair,Furniture,Chairs,900835.0,70.31,0.0187,False,1817
TEC-PH-10001425,240.0,67.1916,1,3,Mophie Juice Pack Helium for iPhone,Technology,Phones,901075.0,70.33,0.0187,False,1818
OFF-ST-10003305,240.0,-42.54,4,12,"Rogers Box, Blue",Office Supplies,Storage,901315.0,70.35,0.0187,False,1819
TEC-MA-10002109,240.0,38.9974,1,2,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines,901555.0,70.37,0.0187,False,1820
FUR-BO-10004218,240.0,14.098,1,2,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,901795.0,70.39,0.0187,False,1821
TEC-AC-10000736,240.0,86.38919999999999,2,3,Logitech G600 MMO Gaming Mouse,Technology,Accessories,902035.0,70.41,0.0187,False,1822
OFF-BI-10000312,240.0,9.6,4,20,"Cardinal Binder Covers, Economy",Office Supplies,Binders,902275.0,70.43,0.0187,False,1823
TEC-AC-10001314,240.0,-35.9928,1,6,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,902515.0,70.44,0.0187,False,1824
OFF-SU-10000932,240.0,20.61,3,10,"Elite Shears, Steel",Office Supplies,Supplies,902755.0,70.46,0.0187,False,1825
TEC-MA-10004486,239.0,107.5,1,5,"StarTech Phone, Red",Technology,Machines,902994.0,70.48,0.0187,False,1826
OFF-SU-10004481,239.0,40.480000000000004,2,8,"Stiletto Shears, Serrated",Office Supplies,Supplies,903233.0,70.5,0.0187,False,1827
TEC-MA-10004997,239.0,31.02,1,2,"Konica Receipt Printer, Red",Technology,Machines,903472.0,70.52,0.0187,False,1828
FUR-FU-10003773,239.0,26.2416,1,3,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,903711.0,70.54,0.0187,False,1829
TEC-PH-10003970,239.0,86.08,1,4,"Cisco Headset, Full Size",Technology,Phones,903950.0,70.56,0.0187,False,1830
OFF-AR-10002802,239.0,35.76,2,12,"Binney & Smith Pencil Sharpener, Water Color",Office Supplies,Art,904189.0,70.58,0.0187,False,1831
FUR-TA-10002622,239.0,-23.9372,1,2,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,904428.0,70.59,0.0187,False,1832
FUR-FU-10003874,238.0,-83.0,3,13,"Advantus Door Stop, Erganomic",Furniture,Furnishings,904666.0,70.61,0.0186,False,1833
TEC-AC-10001226,238.0,-12.537,2,6,"Enermax Mouse, Programmable",Technology,Accessories,904904.0,70.63,0.0186,False,1834
OFF-ST-10003334,238.0,42.75,1,5,"Smead Trays, Wire Frame",Office Supplies,Storage,905142.0,70.65,0.0186,False,1835
TEC-AC-10003103,238.0,30.869999999999997,2,3,"SanDisk Keyboard, Erganomic",Technology,Accessories,905380.0,70.67,0.0186,False,1836
TEC-AC-10000111,238.0,-69.7212,3,8,"SanDisk Mouse, USB",Technology,Accessories,905618.0,70.69,0.0186,False,1837
OFF-FA-10003817,237.0,4.95,3,13,"Stockwell Clamps, Metal",Office Supplies,Fasteners,905855.0,70.71,0.0185,False,1838
OFF-ST-10000036,237.0,20.7459,1,3,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,906092.0,70.72,0.0185,False,1839
OFF-AP-10004494,237.0,-37.1781,1,3,"Hoover Blender, Black",Office Supplies,Appliances,906329.0,70.74,0.0185,False,1840
OFF-EN-10000315,237.0,46.628,4,15,"Jiffy Business Envelopes, Security-Tint",Office Supplies,Envelopes,906566.0,70.76,0.0185,False,1841
TEC-CO-10003318,237.0,-44.35904,1,4,"Hewlett Ink, Digital",Technology,Copiers,906803.0,70.78,0.0185,False,1842
FUR-CH-10003772,237.0,78.912,1,4,"Office Star Chairmat, Red",Furniture,Chairs,907040.0,70.8,0.0185,False,1843
FUR-TA-10004607,237.0,-2.9566,1,2,Hon 2111 Invitation Series Straight Table,Furniture,Tables,907277.0,70.82,0.0185,False,1844
TEC-AC-10004434,237.0,115.92,3,12,"Memorex Flash Drive, USB",Technology,Accessories,907514.0,70.83,0.0185,False,1845
OFF-ST-10001213,237.0,-25.752000000000002,2,7,"Smead Shelving, Industrial",Office Supplies,Storage,907751.0,70.85,0.0185,False,1846
OFF-GRE-10001059,237.0,99.6,2,8,"Green Bar Note Cards, 8.5 x 11",Office Supplies,Paper,907988.0,70.87,0.0185,False,1847
TEC-PH-10003182,236.0,68.616,2,6,"Cisco Office Telephone, with Caller ID",Technology,Phones,908224.0,70.89,0.0184,False,1848
TEC-AC-10000865,236.0,40.12,1,4,WD My Passport Ultra 500GB Portable External Hard Drive,Technology,Accessories,908460.0,70.91,0.0184,False,1849
OFF-SU-10002402,236.0,110.80000000000001,3,10,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,908696.0,70.93,0.0184,False,1850
FUR-SAF-10004525,235.0,67.176,2,2,"SAFCO Swivel Stool, Red",Furniture,Chairs,908931.0,70.95,0.0183,False,1851
FUR-BO-10002383,235.0,-27.444,1,3,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,909166.0,70.96,0.0183,False,1852
FUR-BO-10001519,235.0,-29.651400000000002,2,6,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,909401.0,70.98,0.0183,False,1853
OFF-ST-10000344,235.0,49.6362,5,13,"Fellowes Box, Industrial",Office Supplies,Storage,909636.0,71.0,0.0183,False,1854
OFF-PA-10000871,235.0,7.05,1,5,"Enermax Cards & Envelopes, Recycled",Office Supplies,Paper,909871.0,71.02,0.0183,False,1855
FUR-CH-10002743,235.0,0.0,1,4,"Novimex Chairmat, Adjustable",Furniture,Chairs,910106.0,71.04,0.0183,False,1856
OFF-AP-10003850,235.0,-86.232,1,4,"Hoover Blender, White",Office Supplies,Appliances,910341.0,71.06,0.0183,False,1857
FUR-CH-10001944,235.0,-38.256,1,3,"Harbour Creations Rocking Chair, Red",Furniture,Chairs,910576.0,71.07,0.0183,False,1858
OFF-AR-10004424,234.0,-41.7144,3,11,"Boston Markers, Blue",Office Supplies,Art,910810.0,71.09,0.0183,False,1859
OFF-BI-10004491,234.0,86.8,4,28,"Avery Binder Covers, Durable",Office Supplies,Binders,911044.0,71.11,0.0183,False,1860
TEC-PH-10000292,233.0,-50.71499999999999,2,6,"Samsung Office Telephone, Full Size",Technology,Phones,911277.0,71.13,0.0182,False,1861
OFF-HAM-10003992,233.0,102.48,1,4,"Hamilton Beach Toaster, Silver",Office Supplies,Appliances,911510.0,71.15,0.0182,False,1862
TEC-AC-10000639,233.0,49.155,1,1,"Belkin Router, Bluetooth",Technology,Accessories,911743.0,71.16,0.0182,False,1863
FUR-BO-10000700,233.0,-97.032,1,2,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,911976.0,71.18,0.0182,False,1864
OFF-AR-10003046,233.0,70.05,2,5,"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,912209.0,71.2,0.0182,False,1865
OFF-BOS-10000363,233.0,30.24,3,8,"Boston Pencil Sharpener, Water Color",Office Supplies,Art,912442.0,71.22,0.0182,False,1866
TEC-PH-10000455,232.0,67.2742,1,2,GE 30522EE2,Technology,Phones,912674.0,71.24,0.0181,False,1867
OFF-AR-10002939,232.0,78.78,2,13,"Stanley Highlighters, Water Color",Office Supplies,Art,912906.0,71.26,0.0181,False,1868
OFF-AR-10000242,232.0,41.760000000000005,2,8,"BIC Pencil Sharpener, Blue",Office Supplies,Art,913138.0,71.27,0.0181,False,1869
OFF-AP-10002872,232.0,79.695,1,7,"Cuisinart Coffee Grinder, White",Office Supplies,Appliances,913370.0,71.29,0.0181,False,1870
OFF-FEL-10002897,232.0,60.12,2,4,"Fellowes Shelving, Single Width",Office Supplies,Storage,913602.0,71.31,0.0181,False,1871
OFF-SU-10003739,232.0,54.129999999999995,2,11,"Elite Box Cutter, Steel",Office Supplies,Supplies,913834.0,71.33,0.0181,False,1872
OFF-AP-10001805,232.0,85.149,1,3,"KitchenAid Toaster, Silver",Office Supplies,Appliances,914066.0,71.35,0.0181,False,1873
FUR-FU-10002019,232.0,41.76,1,4,"Eldon Photo Frame, Black",Furniture,Furnishings,914298.0,71.36,0.0181,False,1874
OFF-AR-10000505,232.0,0.0,2,19,"Binney & Smith Pens, Easy-Erase",Office Supplies,Art,914530.0,71.38,0.0181,False,1875
OFF-PA-10001019,232.0,83.5164,3,14,Xerox 1884,Office Supplies,Paper,914762.0,71.4,0.0181,False,1876
OFF-EN-10003547,232.0,23.1,1,5,"Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes,914994.0,71.42,0.0181,False,1877
OFF-BI-10004666,231.0,93.21600000000001,3,5,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,915225.0,71.44,0.018,False,1878
OFF-EN-10003498,231.0,85.5,1,5,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,915456.0,71.45,0.018,False,1879
OFF-SU-10002152,231.0,-73.2786,2,7,"Fiskars Shears, Serrated",Office Supplies,Supplies,915687.0,71.47,0.018,False,1880
TEC-CO-10001166,231.0,9.8898,1,2,"HP Personal Copier, Digital",Technology,Copiers,915918.0,71.49,0.018,False,1881
OFF-BI-10003982,231.0,-22.6393,3,23,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,916149.0,71.51,0.018,False,1882
TEC-AC-10003533,230.0,25.2,1,6,"SanDisk Mouse, Bluetooth",Technology,Accessories,916379.0,71.53,0.018,False,1883
OFF-EN-10000069,230.0,20.52,1,6,"Ames Mailers, Security-Tint",Office Supplies,Envelopes,916609.0,71.54,0.018,False,1884
OFF-EN-10002855,230.0,103.46000000000001,2,7,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,916839.0,71.56,0.018,False,1885
OFF-EN-10002186,230.0,22.88,2,13,"Kraft Manila Envelope, Set of 50",Office Supplies,Envelopes,917069.0,71.58,0.018,False,1886
FUR-BO-10004508,230.0,96.8,1,2,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,917299.0,71.6,0.018,False,1887
OFF-AR-10000399,230.0,83.04,3,9,"Stanley Canvas, Water Color",Office Supplies,Art,917529.0,71.62,0.018,False,1888
TEC-SAN-10002477,230.0,79.812,3,7,"SanDisk Flash Drive, Bluetooth",Technology,Accessories,917759.0,71.63,0.018,False,1889
TEC-MOT-10001196,229.0,-31.733999999999995,2,2,"Motorola Audio Dock, Cordless",Technology,Phones,917988.0,71.65,0.0179,False,1890
TEC-CO-10002434,229.0,-73.49736,1,3,"Canon Fax and Copier, Laser",Technology,Copiers,918217.0,71.67,0.0179,False,1891
TEC-AC-10002850,229.0,34.26,1,2,"Enermax Memory Card, Bluetooth",Technology,Accessories,918446.0,71.69,0.0179,False,1892
OFF-SU-10001889,229.0,27.36,1,8,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,918675.0,71.71,0.0179,False,1893
OFF-PA-10001091,229.0,77.74000000000001,3,13,"Eaton Computer Printout Paper, Recycled",Office Supplies,Paper,918904.0,71.72,0.0179,False,1894
TEC-PH-10003095,229.0,96.58,3,12,Samsung HM1900 Bluetooth Headset,Technology,Phones,919133.0,71.74,0.0179,False,1895
OFF-BI-10003934,229.0,13.48,3,8,"Acco Binding Machine, Clear",Office Supplies,Binders,919362.0,71.76,0.0179,False,1896
OFF-PA-10001954,229.0,105.064,2,10,Xerox 1964,Office Supplies,Paper,919591.0,71.78,0.0179,False,1897
FUR-BUS-10002639,228.0,7.578000000000003,2,3,"Bush Corner Shelving, Mobile",Furniture,Bookcases,919819.0,71.8,0.0178,False,1898
TEC-PH-10002152,228.0,70.74,1,3,"Apple Headset, Cordless",Technology,Phones,920047.0,71.81,0.0178,False,1899
FUR-BO-10004507,228.0,4.8672,1,2,"Ikea Corner Shelving, Metal",Furniture,Bookcases,920275.0,71.83,0.0178,False,1900
TEC-AC-10000398,228.0,0.0,1,2,"SanDisk Memory Card, Programmable",Technology,Accessories,920503.0,71.85,0.0178,False,1901
OFF-PA-10004243,228.0,109.2672,2,12,Xerox 1939,Office Supplies,Paper,920731.0,71.87,0.0178,False,1902
FUR-CH-10002819,228.0,38.196,2,4,"SAFCO Chairmat, Red",Furniture,Chairs,920959.0,71.88,0.0178,False,1903
TEC-AC-10002170,228.0,-0.34799999999999986,4,9,"Logitech Flash Drive, Programmable",Technology,Accessories,921187.0,71.9,0.0178,False,1904
TEC-MA-10003812,227.0,26.6265,1,1,"Panasonic Printer, Wireless",Technology,Machines,921414.0,71.92,0.0177,False,1905
TEC-CO-10001391,227.0,-0.03,1,2,"Sharp Ink, Color",Technology,Copiers,921641.0,71.94,0.0177,False,1906
FUR-CH-10001397,227.0,24.805500000000002,2,5,"SAFCO Chairmat, Set of Two",Furniture,Chairs,921868.0,71.96,0.0177,False,1907
OFF-ST-10002538,227.0,56.808,1,3,"Rogers File Cart, Single Width",Office Supplies,Storage,922095.0,71.97,0.0177,False,1908
OFF-BI-10000419,227.0,45.36,2,12,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,922322.0,71.99,0.0177,False,1909
OFF-PA-10003037,227.0,38.25,3,15,"Eaton Memo Slips, Multicolor",Office Supplies,Paper,922549.0,72.01,0.0177,False,1910
OFF-EN-10001315,227.0,45.36,1,8,"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes,922776.0,72.03,0.0177,False,1911
OFF-PA-10004727,227.0,47.2491,3,10,"Eaton Note Cards, 8.5 x 11",Office Supplies,Paper,923003.0,72.04,0.0177,False,1912
OFF-EN-10000897,226.0,60.84,1,6,"Kraft Mailers, Set of 50",Office Supplies,Envelopes,923229.0,72.06,0.0176,False,1913
OFF-KRA-10004876,226.0,5.616,2,6,"Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes,923455.0,72.08,0.0176,False,1914
FUR-BO-10004504,226.0,42.84,1,2,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,923681.0,72.1,0.0176,False,1915
OFF-EN-10000890,226.0,79.56,3,13,"Ames Peel and Seal, Recycled",Office Supplies,Envelopes,923907.0,72.11,0.0176,False,1916
OFF-PA-10000522,226.0,108.81,2,9,"Green Bar Message Books, Multicolor",Office Supplies,Paper,924133.0,72.13,0.0176,False,1917
TEC-PH-10002572,226.0,97.2,1,2,"Nokia Audio Dock, Cordless",Technology,Phones,924359.0,72.15,0.0176,False,1918
OFF-ST-10004382,226.0,35.792,4,12,"Smead Folders, Blue",Office Supplies,Storage,924585.0,72.17,0.0176,False,1919
OFF-ST-10004947,226.0,-56.501,2,8,"Fellowes File Cart, Industrial",Office Supplies,Storage,924811.0,72.18,0.0176,False,1920
OFF-AR-10000251,226.0,37.7244,2,11,"Stanley Markers, Fluorescent",Office Supplies,Art,925037.0,72.2,0.0176,False,1921
FUR-BO-10001598,226.0,87.732,1,2,"Bush Corner Shelving, Pine",Furniture,Bookcases,925263.0,72.22,0.0176,False,1922
OFF-PA-10004480,225.0,67.53,3,7,"Eaton Cards & Envelopes, Recycled",Office Supplies,Paper,925488.0,72.24,0.0176,False,1923
OFF-AR-10001110,225.0,85.47,3,7,"BIC Pencil Sharpener, Water Color",Office Supplies,Art,925713.0,72.26,0.0176,False,1924
FUR-CH-10003062,225.0,67.56,1,4,"Novimex Chairmat, Red",Furniture,Chairs,925938.0,72.27,0.0176,False,1925
OFF-ST-10000351,225.0,-59.519999999999996,3,6,"Smead Shelving, Wire Frame",Office Supplies,Storage,926163.0,72.29,0.0176,False,1926
TEC-MEM-10003743,225.0,67.8,4,5,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories,926388.0,72.31,0.0176,False,1927
TEC-AC-10002901,225.0,8.879999999999999,2,8,"Memorex Mouse, Bluetooth",Technology,Accessories,926613.0,72.33,0.0176,False,1928
FUR-ADV-10001440,225.0,47.25,2,5,"Advantus Door Stop, Black",Furniture,Furnishings,926838.0,72.34,0.0176,False,1929
OFF-FA-10002895,225.0,37.22,5,21,"Advantus Rubber Bands, Bulk Pack",Office Supplies,Fasteners,927063.0,72.36,0.0176,False,1930
FUR-BO-10004947,225.0,-63.225,1,3,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,927288.0,72.38,0.0176,False,1931
TEC-PH-10004251,224.0,62.72,1,2,"Nokia Audio Dock, Full Size",Technology,Phones,927512.0,72.4,0.0175,False,1932
OFF-BI-10001533,224.0,-21.055999999999997,2,8,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,927736.0,72.41,0.0175,False,1933
OFF-SAN-10004420,224.0,69.036,4,6,"Sanford Sketch Pad, Water Color",Office Supplies,Art,927960.0,72.43,0.0175,False,1934
OFF-EN-10000657,224.0,34.836,3,12,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,928184.0,72.45,0.0175,False,1935
OFF-PA-10001536,224.0,95.16,3,9,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper,928408.0,72.47,0.0175,False,1936
FUR-BO-10002471,224.0,17.92,1,2,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,928632.0,72.48,0.0175,False,1937
TEC-PH-10000127,224.0,-50.3748,2,14,iOttie XL Car Mount,Technology,Phones,928856.0,72.5,0.0175,False,1938
TEC-CO-10001371,224.0,1.7904,1,2,"Sharp Fax and Copier, Laser",Technology,Copiers,929080.0,72.52,0.0175,False,1939
TEC-PH-10004810,224.0,34.854,1,2,"Samsung Speaker Phone, Full Size",Technology,Phones,929304.0,72.54,0.0175,False,1940
FUR-CH-10001153,224.0,51.285,2,5,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,929528.0,72.55,0.0175,False,1941
TEC-ENE-10001466,224.0,105.42,2,2,"Enermax Memory Card, Erganomic",Technology,Accessories,929752.0,72.57,0.0175,False,1942
OFF-BI-10000815,224.0,82.74000000000001,2,7,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,929976.0,72.59,0.0175,False,1943
FUR-BO-10001601,223.0,10.4784,1,2,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,930199.0,72.61,0.0174,False,1944
TEC-PH-10002119,223.0,26.73,1,3,"Samsung Headset, Full Size",Technology,Phones,930422.0,72.62,0.0174,False,1945
OFF-BI-10001107,223.0,61.8296,3,21,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,930645.0,72.64,0.0174,False,1946
TEC-PH-10002816,223.0,33.444,1,3,"Samsung Signal Booster, Cordless",Technology,Phones,930868.0,72.66,0.0174,False,1947
TEC-PH-10003652,223.0,-9.927,1,3,"Motorola Headset, Cordless",Technology,Phones,931091.0,72.68,0.0174,False,1948
FUR-CH-10003608,223.0,-18.648,1,6,"SAFCO Chairmat, Set of Two",Furniture,Chairs,931314.0,72.69,0.0174,False,1949
OFF-AR-10003123,223.0,91.928,2,7,"Boston Canvas, Easy-Erase",Office Supplies,Art,931537.0,72.71,0.0174,False,1950
OFF-BI-10002429,223.0,-236.82319999999999,6,29,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,931760.0,72.73,0.0174,False,1951
OFF-EN-10004495,223.0,-61.96469999999999,2,14,"Kraft Peel and Seal, Security-Tint",Office Supplies,Envelopes,931983.0,72.74,0.0174,False,1952
TEC-AC-10000883,223.0,73.508,2,9,"Belkin Mouse, Bluetooth",Technology,Accessories,932206.0,72.76,0.0174,False,1953
FUR-CH-10000414,223.0,-81.372,3,9,"Novimex Chairmat, Black",Furniture,Chairs,932429.0,72.78,0.0174,False,1954
TEC-AC-10004803,223.0,31.2256,2,16,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,Accessories,932652.0,72.8,0.0174,False,1955
TEC-PH-10004888,223.0,109.04,1,2,"Samsung Audio Dock, VoIP",Technology,Phones,932875.0,72.81,0.0174,False,1956
FUR-BO-10002889,223.0,89.358,1,2,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,933098.0,72.83,0.0174,False,1957
TEC-MA-10001335,223.0,60.429,1,1,"Epson Printer, Durable",Technology,Machines,933321.0,72.85,0.0174,False,1958
FUR-FU-10000705,222.0,17.76,1,3,"Advantus Frame, Black",Furniture,Furnishings,933543.0,72.87,0.0173,False,1959
FUR-FU-10001126,222.0,29.136,4,10,"Rubbermaid Clock, Erganomic",Furniture,Furnishings,933765.0,72.88,0.0173,False,1960
TEC-PH-10002923,222.0,32.921099999999996,3,7,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,933987.0,72.9,0.0173,False,1961
OFF-ST-10004186,222.0,4.4392,1,2,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,934209.0,72.92,0.0173,False,1962
FUR-FU-10004527,222.0,104.46,1,2,"Advantus Frame, Duo Pack",Furniture,Furnishings,934431.0,72.94,0.0173,False,1963
FUR-HAR-10002632,222.0,84.87,3,3,"Harbour Creations Chairmat, Adjustable",Furniture,Chairs,934653.0,72.95,0.0173,False,1964
OFF-PA-10002755,222.0,48.72,2,8,"Xerox Computer Printout Paper, Multicolor",Office Supplies,Paper,934875.0,72.97,0.0173,False,1965
OFF-ST-10002105,222.0,46.480000000000004,2,7,"Smead Trays, Wire Frame",Office Supplies,Storage,935097.0,72.99,0.0173,False,1966
TEC-PH-10004447,222.0,16.6788,1,2,Toshiba IPT2010-SD IP Telephone,Technology,Phones,935319.0,73.01,0.0173,False,1967
TEC-MA-10001298,221.0,15.48,1,2,"StarTech Receipt Printer, Wireless",Technology,Machines,935540.0,73.02,0.0172,False,1968
TEC-PH-10003092,221.0,24.8346,2,6,Motorola L804,Technology,Phones,935761.0,73.04,0.0172,False,1969
OFF-ST-10003088,221.0,15.75,4,13,"Fellowes Box, Wire Frame",Office Supplies,Storage,935982.0,73.06,0.0172,False,1970
OFF-ST-10004576,221.0,-127.5372,2,3,"Rogers File Cart, Single Width",Office Supplies,Storage,936203.0,73.07,0.0172,False,1971
TEC-STA-10004927,221.0,15.48,1,2,"StarTech Receipt Printer, Wireless",Technology,Machines,936424.0,73.09,0.0172,False,1972
FUR-FU-10004689,221.0,44.22,2,11,"Advantus Light Bulb, Duo Pack",Furniture,Furnishings,936645.0,73.11,0.0172,False,1973
FUR-CH-10000603,221.0,39.615,3,6,"Hon Bag Chairs, Red",Furniture,Chairs,936866.0,73.13,0.0172,False,1974
FUR-FU-10000069,221.0,4.788,1,6,"Tenex Door Stop, Durable",Furniture,Furnishings,937087.0,73.14,0.0172,False,1975
FUR-FU-10004283,220.0,35.1,1,5,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,937307.0,73.16,0.0172,False,1976
FUR-TEN-10001349,220.0,10.98,2,2,"Tenex Frame, Black",Furniture,Furnishings,937527.0,73.18,0.0172,False,1977
FUR-TEN-10000986,220.0,17.58,1,2,"Tenex Frame, Duo Pack",Furniture,Furnishings,937747.0,73.19,0.0172,False,1978
FUR-FU-10004780,220.0,2.16,1,2,"Deflect-O Frame, Duo Pack",Furniture,Furnishings,937967.0,73.21,0.0172,False,1979
OFF-AR-10000578,220.0,-60.729,2,10,"BIC Pencil Sharpener, Fluorescent",Office Supplies,Art,938187.0,73.23,0.0172,False,1980
OFF-BI-10000666,220.0,82.512,3,9,Surelock Post Binders,Office Supplies,Binders,938407.0,73.25,0.0172,False,1981
OFF-TEN-10002065,220.0,-92.13,3,7,"Tenex Shelving, Industrial",Office Supplies,Storage,938627.0,73.26,0.0172,False,1982
TEC-PH-10004912,220.0,24.7275,1,5,Cisco SPA112 2 Port Phone Adapter,Technology,Phones,938847.0,73.28,0.0172,False,1983
OFF-AR-10003446,220.0,-22.3311,3,11,"BIC Highlighters, Water Color",Office Supplies,Art,939067.0,73.3,0.0172,False,1984
OFF-ST-10001999,220.0,46.521,4,15,"Tenex Folders, Wire Frame",Office Supplies,Storage,939287.0,73.31,0.0172,False,1985
OFF-AR-10004920,220.0,52.984,2,8,"Boston Canvas, Water Color",Office Supplies,Art,939507.0,73.33,0.0172,False,1986
OFF-BOS-10001511,220.0,39.48,2,4,"Boston Canvas, Fluorescent",Office Supplies,Art,939727.0,73.35,0.0172,False,1987
OFF-PA-10000474,219.0,88.2456,4,7,Staples,Office Supplies,Paper,939946.0,73.37,0.0171,False,1988
OFF-TEN-10001129,219.0,-92.93999999999998,4,6,"Tenex Shelving, Blue",Office Supplies,Storage,940165.0,73.38,0.0171,False,1989
TEC-MA-10004143,219.0,82.4775,1,5,"Konica Calculator, Wireless",Technology,Machines,940384.0,73.4,0.0171,False,1990
OFF-SU-10001894,219.0,59.1,4,15,"Elite Scissors, Steel",Office Supplies,Supplies,940603.0,73.42,0.0171,False,1991
OFF-BI-10004181,219.0,-24.66,3,10,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,940822.0,73.43,0.0171,False,1992
OFF-PA-10000591,219.0,19.2,3,7,"Green Bar Cards & Envelopes, Multicolor",Office Supplies,Paper,941041.0,73.45,0.0171,False,1993
OFF-EN-10000139,219.0,41.379999999999995,2,8,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes,941260.0,73.47,0.0171,False,1994
FUR-CH-10003948,219.0,-21.936,1,2,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,941479.0,73.49,0.0171,False,1995
OFF-AR-10002094,219.0,-35.25,3,10,"Boston Pencil Sharpener, Water Color",Office Supplies,Art,941698.0,73.5,0.0171,False,1996
OFF-FEL-10002837,219.0,78.96900000000001,5,9,"Fellowes Folders, Single Width",Office Supplies,Storage,941917.0,73.52,0.0171,False,1997
FUR-FU-10001473,219.0,79.0848,2,16,DAX Wood Document Frame,Furniture,Furnishings,942136.0,73.54,0.0171,False,1998
FUR-CH-10000852,218.0,71.036,2,7,"Novimex Chairmat, Set of Two",Furniture,Chairs,942354.0,73.55,0.017,False,1999
FUR-NOV-10004563,218.0,95.7,2,5,"Novimex Bag Chairs, Black",Furniture,Chairs,942572.0,73.57,0.017,False,2000
OFF-AR-10001044,218.0,52.2399,2,9,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,942790.0,73.59,0.017,False,2001
OFF-AP-10000904,218.0,34.128,2,6,"Cuisinart Coffee Grinder, Silver",Office Supplies,Appliances,943008.0,73.61,0.017,False,2002
OFF-EN-10002372,218.0,58.620000000000005,3,12,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,Envelopes,943226.0,73.62,0.017,False,2003
OFF-PA-10001170,217.0,28.0,2,7,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper,943443.0,73.64,0.0169,False,2004
FUR-FU-10001977,217.0,36.9,1,2,"Deflect-O Frame, Erganomic",Furniture,Furnishings,943660.0,73.66,0.0169,False,2005
OFF-ST-10001321,217.0,47.031,3,15,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,943877.0,73.67,0.0169,False,2006
OFF-AR-10004219,217.0,108.24,1,8,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,944094.0,73.69,0.0169,False,2007
OFF-SAN-10004881,217.0,108.24000000000001,3,8,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,944311.0,73.71,0.0169,False,2008
FUR-FU-10000735,217.0,32.58,1,2,"Tenex Frame, Erganomic",Furniture,Furnishings,944528.0,73.72,0.0169,False,2009
OFF-AP-10003945,217.0,-3.752,1,7,"Breville Toaster, Silver",Office Supplies,Appliances,944745.0,73.74,0.0169,False,2010
OFF-EN-10003231,217.0,26.73,2,12,"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,944962.0,73.76,0.0169,False,2011
